	CP.13.sed.PM	CP.39.water	CP2.42.water	CP.12.sed	CP.49.water	CP.7.sed	CP2.38.water	CP.35.water	CP.14.sed.PM	CP.45.water	CP.31.water	CP.3.water	CP2.42.sed	CP2.3.water.PM	CP.12.water	CP2.0.sand	CP.39.sed	CP2.28.sed	CP2.28.water	CP.42.water	CP.12.sed.PM	CP2.2.sed.PM	CP2.13.water	CP.3.sed	CP.5.water	CP2.34.water	CP.14.sed	CP2.24.water	CP2.0.intake	CP.47.sed	CP2.16.water	CP2.36.sed	CP.46.sed	CP.35.sed	CP.42.sed	CP2.2.water.PM	CP.0.sand	CP2.2.water	CP.53.sed	CP.13.water	CP2.31.water	CP2.0.sed	IW.0.water	CP.24.water	CP.31.sed	T.0.sed	CP2.0.water	CP.45.sed	CP2.38.sed	CP2.3.sed.PM	CP2.13.sed	CP.14.water.PM	CP.47.water	CP.21.sed	CP.24.sed	CP.48.sed	CP.5.sed	CP2.10.sed	CP2.35.sed	CP.27.water	CP.1.sed	CP2.5.sed	CP.16.water	CP.7.water	CP2.31.sed	CP2.3.water	CP.16.sed	CP.13.sed	CP.1.water	CP2.1.sed	T.0.water	CP.46.water	CP2.16.sed	CP2.2.sed	CP.48.water	CP2.20.water	CP.21.water	CP2.3.sed	CP2.5.water	CP.19.water	CP.10.water	CP.53.water	CP2.10.water	CP.0.sed	CP2.36.water	CP2.20.sed	CP2.37.water	CP.14.water	CP2.35.water	CP.49.sed	CP.13.water.PM	CP.0.water	CP.12.water.PM	CP.27.sed	CP.19.sed	CP.10.sed	CP2.8.water
CP.13.sed.PM	0.0	0.41708367	0.43851487	0.20905089	0.41900431	0.23186688	0.44840408	0.42035751	0.34665341	0.33588717	0.43705923	0.27229678	0.34372015	0.39333104	0.67045944	0.49836954	0.39277921	0.4423766	0.39491327	0.5294863	0.4102357	0.39208946	0.45898063	0.24632802	0.30585299	0.59456871	0.36631818	0.42705206	0.48498377	0.34049107	0.45285369	0.41033328	0.29794833	0.41684788	0.41898081	0.29140591	0.37256334	0.28560683	0.38908216	0.40637709	0.41606373	0.39986901	0.42461874	0.41713113	0.43056771	0.43467952	0.46590126	0.29456981	0.34968438	0.2884149	0.41164504	0.39410328	0.43064298	0.40190676	0.38598537	0.31880745	0.19423581	0.41254091	0.39168291	0.36689536	0.33688775	0.3543614	0.38342736	0.37021488	0.367221	0.38572625	0.35085717	0.39133146	0.34399335	0.31882029	0.39452311	0.45189367	0.41205521	0.27406985	0.42465314	0.42111973	0.39491027	0.38617534	0.48636747	0.37187098	0.53854451	0.39060212	0.43712738	0.41188118	0.40586985	0.4167764	0.44291851	0.42227214	0.51906016	0.40169036	0.30572064	0.35909261	0.80294478	0.40273325	0.41683666	0.28009608	0.53228853
CP.39.water	0.41708367	0.0	0.34783028	0.40353434	0.348925	0.39735983	0.37961781	0.26612548	0.3725349	0.33783644	0.29639518	0.42217739	0.41437002	0.42360077	0.74710757	0.59074657	0.3475594	0.44876895	0.20397498	0.65190665	0.46685037	0.41827393	0.44220826	0.41029431	0.42778718	0.54339992	0.41962575	0.29981385	0.4893675	0.35817022	0.4457748	0.42379719	0.36211258	0.43926923	0.54607836	0.34896774	0.54969997	0.3617572	0.47470989	0.40175338	0.28619808	0.5496584	0.44906737	0.43205288	0.40909176	0.44467235	0.57807329	0.4121266	0.40844435	0.35934811	0.40933139	0.38443589	0.36434591	0.41797859	0.31881906	0.37832066	0.40925906	0.42308912	0.42973824	0.31780573	0.45218774	0.37290789	0.35186785	0.47676147	0.34723437	0.42903572	0.39422672	0.40113313	0.4540478	0.4225213	0.35773316	0.41605196	0.41142834	0.36616088	0.35628631	0.30051758	0.30504536	0.39626929	0.52912584	0.31081653	0.60992862	0.43813553	0.45464519	0.55281545	0.27404544	0.42304693	0.333984	0.41742769	0.44669409	0.41218059	0.40377173	0.51491098	0.83863519	0.46139664	0.42387171	0.42511955	0.55918416
CP2.42.water	0.43851487	0.34783028	0.0	0.41002912	0.28165506	0.45856185	0.25316831	0.32101632	0.37383902	0.32325878	0.39657554	0.46263771	0.35675048	0.48343269	0.71390851	0.56642111	0.32247098	0.36115075	0.3637994	0.64702889	0.41091091	0.38522725	0.42684324	0.47019813	0.47619646	0.59123708	0.41503995	0.33148993	0.47202324	0.38921192	0.43650954	0.49098925	0.4002592	0.35736037	0.50998986	0.42397104	0.52603285	0.42559448	0.44252889	0.49623062	0.3091714	0.52358972	0.40740933	0.3951933	0.38972458	0.38932669	0.56525667	0.40173692	0.36402201	0.41649049	0.36332055	0.37842883	0.31701231	0.38385937	0.3437578	0.39143232	0.46152844	0.37489948	0.48821066	0.37034759	0.49916658	0.35174747	0.37510577	0.48402995	0.34285247	0.3957049	0.36062788	0.36264071	0.50453184	0.43406676	0.3727615	0.36632536	0.3689323	0.41036118	0.28076043	0.34461918	0.3284294	0.32311129	0.51934136	0.36930309	0.56070268	0.41495003	0.45768173	0.52973377	0.33100658	0.33896093	0.23031526	0.37363851	0.44618345	0.36873345	0.42898557	0.51873098	0.83394059	0.41744594	0.38754061	0.45253595	0.54002224
CP.12.sed	0.20905089	0.40353434	0.41002912	0.0	0.3874633	0.25475061	0.39414921	0.40972026	0.36871518	0.33761308	0.39622498	0.34298809	0.27757362	0.42025869	0.64745715	0.50077073	0.34977036	0.38715653	0.36774402	0.53462597	0.40746485	0.38218139	0.45104682	0.29003903	0.35285616	0.55040996	0.35626497	0.38250111	0.48412786	0.30119354	0.4555438	0.36511753	0.2648603	0.37575955	0.44676482	0.35103668	0.40582275	0.3364895	0.37542383	0.38238578	0.3945044	0.42733642	0.38403693	0.3680256	0.3849503	0.39753865	0.48400183	0.27973468	0.29881165	0.35357101	0.39249803	0.34816015	0.37427663	0.36323323	0.33779854	0.27123196	0.27200786	0.39469854	0.32705006	0.34225819	0.40776056	0.32987665	0.33248855	0.36710607	0.32298205	0.37303104	0.32339798	0.35213291	0.40706092	0.34823752	0.35351352	0.40936228	0.3915336	0.34139754	0.39500455	0.40496442	0.362511	0.33948641	0.47485502	0.33249235	0.51255834	0.39589275	0.45152023	0.43264465	0.37467858	0.38065331	0.39254888	0.40363089	0.46299707	0.34694121	0.28713393	0.4236152	0.77415141	0.38734996	0.39664659	0.26837787	0.53087066
CP.49.water	0.41900431	0.348925	0.28165506	0.3874633	0.0	0.41870947	0.29005577	0.33006304	0.34979132	0.27909984	0.36018538	0.38836607	0.37219202	0.39710773	0.65362223	0.56188301	0.3293485	0.38406765	0.3499711	0.60949913	0.46360431	0.41694983	0.31457266	0.41974383	0.4137998	0.54385938	0.34001219	0.30173899	0.49714382	0.32051754	0.4055008	0.45740637	0.36054646	0.36511679	0.5385731	0.36868574	0.51880749	0.36942372	0.42000059	0.44472438	0.32565538	0.52375276	0.37708265	0.41078144	0.3818912	0.42224127	0.54694499	0.37822256	0.29270003	0.37148877	0.39989407	0.36832227	0.24520395	0.40603347	0.30070808	0.34055132	0.40904594	0.41069354	0.46070158	0.36047827	0.46762406	0.34168495	0.30349845	0.39786537	0.34626179	0.33230054	0.39040504	0.35945811	0.46964214	0.4351621	0.37548598	0.30696828	0.4030794	0.36389084	0.16867061	0.28077224	0.26139886	0.34456275	0.4197261	0.24517233	0.48727352	0.31287147	0.35615431	0.52837653	0.32919208	0.36168727	0.30202056	0.41726335	0.44464795	0.30314987	0.40405125	0.50029388	0.78641871	0.45751774	0.41287171	0.37101897	0.45068416
CP.7.sed	0.23186688	0.39735983	0.45856185	0.25475061	0.41870947	0.0	0.47331236	0.42553013	0.37513433	0.36887905	0.43646641	0.24061592	0.41393917	0.37732556	0.68076464	0.54204068	0.43547777	0.48763508	0.37370543	0.63817786	0.47743942	0.41921914	0.44308211	0.19436306	0.24965287	0.59582223	0.39390444	0.43221606	0.50385495	0.34716711	0.45872235	0.42836956	0.33499829	0.46465752	0.54819979	0.26527613	0.45285066	0.24611907	0.50382858	0.39472203	0.42217613	0.44602955	0.45350854	0.44479297	0.45482161	0.48425922	0.50318408	0.34156511	0.40807166	0.2782654	0.4425521	0.41763892	0.44696404	0.43923224	0.39003073	0.33234651	0.14232993	0.44938169	0.40900063	0.38215336	0.31457911	0.38350374	0.38081556	0.36560758	0.39103352	0.42118289	0.38827189	0.42097946	0.30572853	0.33753179	0.43965719	0.46679805	0.45115125	0.26346377	0.43217918	0.41034723	0.39932043	0.4332382	0.48705179	0.36341822	0.54023039	0.45218086	0.41478462	0.47428148	0.40812251	0.45940358	0.45927967	0.46483518	0.53075488	0.41770676	0.42570246	0.39636163	0.80933652	0.48935045	0.45275396	0.1927333	0.50775005
CP2.38.water	0.44840408	0.37961781	0.25316831	0.39414921	0.29005577	0.47331236	0.0	0.36523357	0.37297353	0.31302041	0.40283667	0.43061298	0.35490043	0.45196776	0.59294368	0.59186166	0.30930579	0.3663809	0.36937895	0.61864704	0.45752308	0.41727112	0.40182401	0.46979466	0.46731923	0.49161065	0.35181292	0.3375037	0.51627085	0.30729257	0.45730057	0.39652114	0.37483121	0.35535694	0.54357523	0.41193163	0.55207286	0.41278683	0.4373453	0.40122939	0.34201149	0.55083769	0.37311414	0.40964147	0.39055431	0.41789158	0.59258824	0.38538639	0.34656894	0.40942268	0.39998614	0.28892954	0.25486852	0.40044016	0.35963685	0.33436579	0.45778353	0.40495521	0.39726001	0.38906966	0.52714395	0.36484018	0.30693724	0.36355826	0.3495952	0.34011203	0.39352037	0.3695978	0.53430571	0.46881799	0.37532937	0.25975435	0.39920217	0.40302783	0.28203894	0.34020737	0.35607843	0.33600814	0.40238973	0.33368334	0.45029131	0.40908236	0.4452979	0.55906596	0.33106563	0.35966366	0.24914499	0.41383284	0.36240434	0.28036336	0.35400206	0.54943033	0.73837394	0.45902661	0.41523006	0.42801032	0.49252039
CP.35.water	0.42035751	0.26612548	0.32101632	0.40972026	0.33006304	0.42553013	0.36523357	0.0	0.36877048	0.32520154	0.30167528	0.43875209	0.40475464	0.44984519	0.73676633	0.58241951	0.35988936	0.43469457	0.30917924	0.65041289	0.45005277	0.39697381	0.44175006	0.42818801	0.44943772	0.58096776	0.41308291	0.26290769	0.48317592	0.37199086	0.44652172	0.46205511	0.38066358	0.42216023	0.5303777	0.38614768	0.54550733	0.3963477	0.45744209	0.4410993	0.24885986	0.5391767	0.43514519	0.39971902	0.37658432	0.42857575	0.57694143	0.40287646	0.40374583	0.38478807	0.38317429	0.37340671	0.35234731	0.38868145	0.27728502	0.38058142	0.42920442	0.39364414	0.46370036	0.29173443	0.47473134	0.35448435	0.35530187	0.47983611	0.35121199	0.40929608	0.38019028	0.37566687	0.4757721	0.42836106	0.35034514	0.41295274	0.38340464	0.38797368	0.33311319	0.30100784	0.28087836	0.37994321	0.52649112	0.31369821	0.60279512	0.42188273	0.45889509	0.54587257	0.30393762	0.40386161	0.30765298	0.40134759	0.46329427	0.39254675	0.40297575	0.51673174	0.83368503	0.4270693	0.38982365	0.43646543	0.55875094
CP.14.sed.PM	0.34665341	0.3725349	0.37383902	0.36871518	0.34979132	0.37513433	0.37297353	0.36877048	0.0	0.29372122	0.40340266	0.32526005	0.3798763	0.24500417	0.63633045	0.55996949	0.27470776	0.34558377	0.35255728	0.65203851	0.38057683	0.32397323	0.36139912	0.38448777	0.35842056	0.57168732	0.19253323	0.38125573	0.4836524	0.32489428	0.46234024	0.43824139	0.33653652	0.31006099	0.46313004	0.26537802	0.49489231	0.27944272	0.47652317	0.38484104	0.35590882	0.50032324	0.35206659	0.36935726	0.35097322	0.36098689	0.53437277	0.36720794	0.37975487	0.25866577	0.32272583	0.33395559	0.40802705	0.33960013	0.34547488	0.34542456	0.34388204	0.3331153	0.44248298	0.35542073	0.42908456	0.27610207	0.33127627	0.33779971	0.27629239	0.20310776	0.2967401	0.31144171	0.42646574	0.35766796	0.35875902	0.35379298	0.33703758	0.25683454	0.34880449	0.3193998	0.34570712	0.28942725	0.35142608	0.32842453	0.46987848	0.35777075	0.35685021	0.49859823	0.38752718	0.31017347	0.40420174	0.33518759	0.47944139	0.34448313	0.34568773	0.46623498	0.80140875	0.38609746	0.34612091	0.32617957	0.43306946
CP.45.water	0.33588717	0.33783644	0.32325878	0.33761308	0.27909984	0.36887905	0.31302041	0.32520154	0.29372122	0.0	0.33398942	0.33120231	0.3325835	0.34868469	0.64429867	0.50663807	0.29199536	0.38541025	0.32029418	0.60711287	0.41935105	0.38846857	0.38244022	0.34977841	0.37517442	0.50824752	0.30869035	0.31078935	0.4477994	0.26770146	0.40353674	0.40313081	0.26816636	0.35327939	0.51647964	0.29040698	0.43588767	0.28868758	0.42314851	0.39831032	0.30921316	0.44185198	0.38287051	0.39179906	0.38160394	0.40306029	0.46024799	0.2785509	0.32281117	0.29142421	0.38213817	0.33699809	0.30694799	0.38522273	0.30830164	0.27880712	0.34203824	0.3916168	0.39285952	0.34274137	0.37087362	0.32554589	0.28958255	0.38803143	0.31851545	0.31277484	0.35411296	0.34997403	0.38738984	0.3513187	0.33563182	0.29915704	0.3788943	0.2853804	0.26727523	0.29003446	0.31485912	0.32435481	0.43194936	0.28875947	0.5038431	0.36720277	0.39566395	0.45287405	0.31269354	0.36184179	0.32852336	0.39873687	0.42459849	0.31680943	0.34542203	0.40294714	0.78315983	0.43232148	0.40073485	0.34878993	0.48088252
CP.31.water	0.43705923	0.29639518	0.39657554	0.39622498	0.36018538	0.43646641	0.40283667	0.30167528	0.40340266	0.33398942	0.0	0.44930251	0.42525684	0.42233793	0.73993149	0.62034027	0.3563548	0.46458595	0.2995858	0.66071589	0.49475567	0.45101537	0.443703	0.44119493	0.46266206	0.57931076	0.41383175	0.29785347	0.50149066	0.35440878	0.47334418	0.44472935	0.37397464	0.44148743	0.5813357	0.3840245	0.58322949	0.39053426	0.47620679	0.40912548	0.3237157	0.58277038	0.46073491	0.4452043	0.42310384	0.45957877	0.61044633	0.42712398	0.41178685	0.39597731	0.43767625	0.38776121	0.37079479	0.43688347	0.31418068	0.37714034	0.43376476	0.45143018	0.44646232	0.32745137	0.49880198	0.38195343	0.33279515	0.47029329	0.33589063	0.42305002	0.42192486	0.40844107	0.5008035	0.46331164	0.38140316	0.41477976	0.43480886	0.39851976	0.34723263	0.29055354	0.29636144	0.40171621	0.52017622	0.27483731	0.5967525	0.46077321	0.47286443	0.58636397	0.31240194	0.43355993	0.36063724	0.44965005	0.47502335	0.39903769	0.40270185	0.54740462	0.83769309	0.49194728	0.44618893	0.43941349	0.5601829
CP.3.water	0.27229678	0.42217739	0.46263771	0.34298809	0.38836607	0.24061592	0.43061298	0.43875209	0.32526005	0.33120231	0.44930251	0.0	0.43626549	0.31208184	0.6300424	0.55842682	0.42027793	0.48124986	0.40110609	0.6440666	0.5061114	0.4565556	0.39701131	0.22803092	0.15166737	0.58550001	0.28948664	0.42825632	0.51936237	0.34799601	0.46192155	0.4532131	0.33113001	0.44973728	0.57735889	0.16999057	0.47887412	0.16921515	0.5139251	0.40519699	0.42778153	0.47189959	0.44381188	0.46677389	0.46357835	0.49586692	0.50022338	0.35428021	0.4236076	0.17865884	0.45662954	0.41528062	0.43587684	0.4565037	0.39470265	0.33156721	0.16472097	0.46823875	0.44561613	0.4169199	0.24278963	0.39510204	0.35851758	0.26101262	0.39482046	0.32787967	0.42330795	0.43185228	0.22535213	0.35976125	0.44747035	0.42136341	0.46696335	0.18105093	0.40445976	0.38209345	0.39928857	0.42956998	0.41477169	0.35337428	0.46901443	0.43024558	0.38528386	0.50219492	0.42175765	0.4544071	0.45320369	0.48926064	0.53178782	0.4136286	0.42899726	0.36687967	0.81190766	0.51831131	0.47698566	0.25391506	0.46316953
CP2.42.sed	0.34372015	0.41437002	0.35675048	0.27757362	0.37219202	0.41393917	0.35490043	0.40475464	0.3798763	0.3325835	0.42525684	0.43626549	0.0	0.48215073	0.67654877	0.46260831	0.3011531	0.32933317	0.37795152	0.56305651	0.35574805	0.33962347	0.45720856	0.38976117	0.46699418	0.54103452	0.38439297	0.37005831	0.46773864	0.32115172	0.43243344	0.36711203	0.28272784	0.32239489	0.42820968	0.41294724	0.40753633	0.4131122	0.35575583	0.44897842	0.36970202	0.40713364	0.38304741	0.32101102	0.33048362	0.33083905	0.47508141	0.2662723	0.21958919	0.40717513	0.33422047	0.34616095	0.34288295	0.31438973	0.34091116	0.27949548	0.40606946	0.33104632	0.3288226	0.36678825	0.46058534	0.30384781	0.38637209	0.47068179	0.30149433	0.37603734	0.30123572	0.30462491	0.46600146	0.35669546	0.33128696	0.40082328	0.32254972	0.40051796	0.37345033	0.41676282	0.36811848	0.28952597	0.51474354	0.36860679	0.55429524	0.43032573	0.48132103	0.41963239	0.37217342	0.31709941	0.34748502	0.33863815	0.42274089	0.31150635	0.33095317	0.44096614	0.77470443	0.34970094	0.33344253	0.42097115	0.55300502
CP2.3.water.PM	0.39333104	0.42360077	0.48343269	0.42025869	0.39710773	0.37732556	0.45196776	0.44984519	0.24500417	0.34868469	0.42233793	0.31208184	0.48215073	0.0	0.63931026	0.63179648	0.41513641	0.49503094	0.39651839	0.679489	0.55322968	0.49325322	0.29456593	0.39242138	0.33399383	0.59191761	0.22133912	0.4380029	0.58075977	0.35696513	0.50474121	0.47169352	0.38000149	0.47037766	0.62124887	0.26670195	0.5603944	0.27536515	0.55589538	0.40239679	0.43903215	0.57157823	0.44398478	0.51344261	0.49687483	0.51876064	0.58215198	0.45172475	0.46425984	0.2801392	0.48860022	0.43947446	0.46605326	0.50429176	0.42096397	0.39794157	0.33037283	0.50082025	0.47793399	0.43239708	0.44734479	0.42524158	0.35776284	0.30149584	0.40687044	0.25496803	0.46823847	0.46014054	0.44292599	0.46747283	0.46688709	0.39546695	0.50227431	0.27995735	0.39825856	0.34187881	0.41567915	0.44735784	0.28243615	0.34841752	0.45635967	0.39750094	0.27028928	0.58057716	0.43189715	0.47243252	0.48471413	0.51990236	0.55244652	0.42155362	0.42932248	0.49405269	0.83771064	0.55265745	0.51226636	0.3135584	0.31787101
CP.12.water	0.67045944	0.74710757	0.71390851	0.64745715	0.65362223	0.68076464	0.59294368	0.73676633	0.63633045	0.64429867	0.73993149	0.6300424	0.67654877	0.63931026	0.0	0.80264452	0.65841071	0.66242248	0.72425275	0.79772312	0.7438499	0.72269958	0.65692719	0.68753068	0.66525163	0.32773915	0.58371398	0.7190087	0.81643667	0.58723585	0.70066407	0.52469232	0.64727429	0.65122378	0.78759761	0.65605391	0.75005294	0.65964253	0.69981474	0.51070221	0.72370373	0.78033505	0.65425676	0.70625851	0.68603151	0.71571882	0.8024159	0.67535667	0.65903638	0.66175662	0.70743764	0.56148744	0.63042054	0.70406236	0.68984813	0.61071541	0.66425605	0.71139333	0.59860215	0.71446668	0.76350727	0.6773444	0.60077126	0.49049948	0.67368086	0.59245873	0.69603473	0.67575262	0.76818869	0.74359775	0.72095279	0.51246997	0.71646535	0.65283481	0.65370564	0.67425017	0.70647567	0.66017118	0.45954489	0.65055982	0.27778939	0.66053402	0.66480868	0.77928372	0.72848771	0.66662444	0.70879021	0.72682308	0.45471198	0.56489004	0.60781126	0.76179657	0.2693389	0.73448859	0.72360176	0.62714328	0.67719287
CP2.0.sand	0.49836954	0.59074657	0.56642111	0.50077073	0.56188301	0.54204068	0.59186166	0.58241951	0.55996949	0.50663807	0.62034027	0.55842682	0.46260831	0.63179648	0.80264452	0.0	0.55278353	0.5546405	0.57777231	0.57253112	0.49506758	0.50792804	0.63200495	0.48809886	0.58755411	0.70759911	0.58970742	0.57696112	0.57547749	0.56771997	0.29633137	0.60182604	0.50861937	0.53408428	0.50933829	0.54608381	0.39672386	0.53775115	0.5845883	0.62547657	0.57837355	0.18725967	0.58671152	0.52126331	0.54254995	0.5410407	0.24162958	0.47559427	0.45984418	0.53938148	0.52280114	0.58431488	0.55947636	0.51943456	0.57095861	0.52805199	0.53253091	0.51141469	0.55997989	0.56252658	0.47706587	0.52970348	0.59353832	0.64011636	0.53839156	0.57631203	0.50186837	0.52719696	0.48148061	0.41137221	0.54717559	0.60646155	0.51618089	0.53030319	0.5618895	0.61030031	0.55917641	0.52938556	0.68571111	0.56423296	0.73248707	0.60165208	0.62573932	0.41042262	0.56495517	0.5532142	0.57659573	0.50893174	0.65704868	0.58329004	0.56474548	0.38426529	0.85224832	0.51918695	0.52392224	0.58651512	0.67847103
CP.39.sed	0.39277921	0.3475594	0.32247098	0.34977036	0.3293485	0.43547777	0.30930579	0.35988936	0.27470776	0.29199536	0.3563548	0.42027793	0.3011531	0.41513641	0.65841071	0.55278353	0.0	0.22976323	0.30983302	0.60293265	0.31989967	0.30811299	0.4043737	0.43306189	0.45055386	0.52238132	0.32436541	0.32245509	0.48769254	0.306058	0.45296794	0.40299061	0.31251342	0.17807563	0.4309037	0.3718735	0.51849879	0.38029836	0.39152561	0.39837016	0.32418302	0.50875094	0.36432653	0.3057957	0.29126774	0.26272877	0.55538805	0.3496723	0.32201667	0.36986901	0.27531393	0.29047289	0.34752435	0.27591089	0.3127595	0.31643826	0.4223233	0.28593086	0.39685198	0.34255991	0.49769212	0.25168009	0.32872087	0.44047849	0.21656809	0.31975912	0.26136894	0.27269815	0.50217224	0.38989628	0.28583094	0.35816224	0.2837837	0.36357812	0.32231237	0.3239964	0.33059098	0.19619733	0.46371226	0.31476751	0.5325485	0.39442683	0.42712323	0.51518185	0.32746374	0.20809487	0.3323686	0.27515329	0.40674527	0.30686743	0.31419565	0.51822172	0.77036045	0.3166913	0.30578431	0.41474219	0.50534614
CP2.28.sed	0.4423766	0.44876895	0.36115075	0.38715653	0.38406765	0.48763508	0.3663809	0.43469457	0.34558377	0.38541025	0.46458595	0.48124986	0.32933317	0.49503094	0.66242248	0.5546405	0.22976323	0.0	0.41210451	0.6114133	0.29323158	0.29795692	0.46811535	0.4780425	0.51269713	0.58988455	0.3808214	0.41592784	0.52885101	0.38615205	0.47884973	0.46750724	0.37761627	0.20468788	0.42765429	0.45734533	0.51856446	0.45855391	0.40877708	0.46880677	0.41258549	0.52073669	0.38573836	0.29953383	0.29356713	0.22838952	0.56668952	0.38318673	0.35511536	0.44823446	0.2601807	0.34332238	0.39827612	0.26450192	0.38212005	0.38570021	0.47910483	0.26633619	0.45783865	0.41131652	0.54469843	0.2694934	0.4061799	0.49588318	0.26466342	0.35789341	0.27913845	0.26294478	0.54805957	0.41881511	0.33784433	0.43299983	0.28423091	0.43522095	0.39894432	0.43152297	0.40396531	0.20464676	0.51502973	0.40272858	0.56609399	0.43665444	0.49397952	0.51293772	0.43000623	0.17904772	0.38662643	0.2673501	0.47191036	0.36748164	0.37181828	0.53617519	0.77239396	0.29987175	0.29935362	0.46605048	0.54672381
CP2.28.water	0.39491327	0.20397498	0.3637994	0.36774402	0.3499711	0.37370543	0.36937895	0.30917924	0.35255728	0.32029418	0.2995858	0.40110609	0.37795152	0.39651839	0.72425275	0.57777231	0.30983302	0.41210451	0.0	0.63327557	0.44503517	0.39286435	0.42701756	0.37829169	0.40709362	0.51201508	0.38150263	0.26630201	0.49469358	0.32607522	0.44188702	0.37867507	0.32614952	0.40583821	0.52601344	0.33196126	0.53920461	0.33610728	0.45907691	0.36199136	0.26359736	0.53678756	0.43810197	0.39236692	0.38051304	0.41472063	0.56985741	0.38276536	0.37563465	0.34031005	0.38770701	0.35625281	0.36465755	0.39105571	0.29650984	0.35209452	0.38141866	0.40005196	0.38740906	0.29659923	0.44400022	0.34258555	0.32515929	0.44764051	0.29857751	0.39184532	0.3651476	0.36343455	0.43718884	0.39754244	0.3441702	0.41096084	0.38794082	0.34042994	0.36367479	0.29125464	0.29774522	0.36424887	0.50198526	0.27541081	0.58276848	0.43431225	0.44325743	0.53452357	0.25903804	0.39302791	0.3368128	0.40377937	0.41122675	0.38700125	0.37105457	0.5091111	0.80709699	0.43137128	0.39689291	0.39813311	0.5412957
CP.42.water	0.5294863	0.65190665	0.64702889	0.53462597	0.60949913	0.63817786	0.61864704	0.65041289	0.65203851	0.60711287	0.66071589	0.6440666	0.56305651	0.679489	0.79772312	0.57253112	0.60293265	0.6114133	0.63327557	0.0	0.61825984	0.61698966	0.65882403	0.59524556	0.66581677	0.72477179	0.630142	0.6222734	0.70367717	0.59686943	0.55315115	0.624916	0.60096599	0.60171108	0.37530563	0.64694015	0.52858956	0.64029965	0.44650418	0.64099833	0.63846217	0.58723031	0.62495792	0.62919495	0.61559005	0.61630136	0.59580468	0.59582013	0.55873514	0.6521877	0.62393648	0.60067758	0.59165674	0.61615062	0.62053315	0.59060683	0.64259345	0.61939061	0.59926765	0.6052812	0.62470359	0.61119464	0.60846722	0.65730656	0.60618854	0.62446503	0.60286547	0.60505172	0.63686025	0.60915365	0.60876985	0.62634481	0.61952991	0.64394125	0.61354154	0.65124455	0.62852419	0.59316288	0.69192963	0.60273198	0.73854237	0.58782532	0.67498458	0.54122148	0.60981533	0.61138892	0.63469233	0.61295764	0.66872634	0.61468114	0.48819308	0.58449181	0.85878848	0.58071355	0.62621186	0.65460258	0.69657159
CP.12.sed.PM	0.4102357	0.46685037	0.41091091	0.40746485	0.46360431	0.47743942	0.45752308	0.45005277	0.38057683	0.41935105	0.49475567	0.5061114	0.35574805	0.55322968	0.7438499	0.49506758	0.31989967	0.29323158	0.44503517	0.61825984	0.0	0.2383874	0.54500383	0.44737828	0.52798599	0.62862227	0.4542058	0.44350178	0.50011281	0.45156653	0.47913195	0.48457756	0.41445607	0.28408402	0.35970539	0.47142913	0.4595134	0.46445489	0.43384554	0.50478221	0.43628921	0.43400429	0.4430589	0.24479845	0.28827383	0.26773352	0.51375618	0.38062797	0.3961055	0.4578949	0.24103828	0.413792	0.46130842	0.22371732	0.41383873	0.43884525	0.47954347	0.22630301	0.46277955	0.39284074	0.48900059	0.28757754	0.47889858	0.57127964	0.29381398	0.43572151	0.24025547	0.29146758	0.49811141	0.35946765	0.33543511	0.51393009	0.23782691	0.44252837	0.47498034	0.49438461	0.42515657	0.27714424	0.59726855	0.45491012	0.64876821	0.48249106	0.55007206	0.45571346	0.43421555	0.29308534	0.43907441	0.20499526	0.51122364	0.44020336	0.40507894	0.47459449	0.81274304	0.22166155	0.24760166	0.51957606	0.62479841
CP2.2.sed.PM	0.39208946	0.41827393	0.38522725	0.38218139	0.41694983	0.41921914	0.41727112	0.39697381	0.32397323	0.38846857	0.45101537	0.4565556	0.33962347	0.49325322	0.72269958	0.50792804	0.30811299	0.29795692	0.39286435	0.61698966	0.2383874	0.0	0.50024701	0.42271346	0.47529131	0.60159993	0.39718426	0.39261442	0.45758989	0.39487941	0.45891587	0.43639166	0.37780237	0.29149778	0.36930379	0.41316019	0.4639246	0.40889219	0.43833616	0.45696383	0.37843119	0.44900693	0.407475	0.24620463	0.22743129	0.25717312	0.50057958	0.34680659	0.37176402	0.39792694	0.18200324	0.36532712	0.42526208	0.2061003	0.37441039	0.38325535	0.43319487	0.18312833	0.42900877	0.36229932	0.46039479	0.21164832	0.43035504	0.52213548	0.25615796	0.37934553	0.18781859	0.21947652	0.46348211	0.32525563	0.31466759	0.47193881	0.19450759	0.38464849	0.43247236	0.44117377	0.38284623	0.24482842	0.54440243	0.40669146	0.60201613	0.4560325	0.50103412	0.45299172	0.39569539	0.28657604	0.39246431	0.20323144	0.47658448	0.3887584	0.38180536	0.46741161	0.792008	0.23305363	0.19683644	0.45971428	0.57869139
