	CP.13.sed.PM	CP.39.water	CP2.42.water	CP.12.sed	CP.49.water	CP.7.sed	CP2.38.water	CP.35.water	CP.14.sed.PM	CP.45.water	CP.31.water	CP.3.water	CP2.42.sed	CP2.3.water.PM	CP.12.water	CP2.0.sand	CP.39.sed	CP2.28.sed	CP2.28.water	CP.42.water	CP.12.sed.PM	CP2.2.sed.PM	CP2.13.water	CP.3.sed	CP.5.water	CP2.34.water	CP.14.sed	CP2.24.water	CP2.0.intake	CP.47.sed	CP2.16.water	CP2.36.sed	CP.46.sed	CP.35.sed	CP.42.sed	CP2.2.water.PM	CP.0.sand	CP2.2.water	CP.53.sed	CP.13.water	CP2.31.water	CP2.0.sed	IW.0.water	CP.24.water	CP.31.sed	T.0.sed	CP2.0.water	CP.45.sed	CP2.38.sed	CP2.3.sed.PM	CP2.13.sed	CP.14.water.PM	CP.47.water	CP.21.sed	CP.24.sed	CP.48.sed	CP.5.sed	CP2.10.sed	CP2.35.sed	CP.27.water	CP.1.sed	CP2.5.sed	CP.16.water	CP.7.water	CP2.31.sed	CP2.3.water	CP.16.sed	CP.13.sed	CP.1.water	CP2.1.sed	T.0.water	CP.46.water	CP2.16.sed	CP2.2.sed	CP.48.water	CP2.20.water	CP.21.water	CP2.3.sed	CP2.5.water	CP.19.water	CP.10.water	CP.53.water	CP2.10.water	CP.0.sed	CP2.36.water	CP2.20.sed	CP2.37.water	CP.14.water	CP2.35.water	CP.49.sed	CP.13.water.PM	CP.0.water	CP.12.water.PM	CP.27.sed	CP.19.sed	CP.10.sed	CP2.8.water
CP2.13.water	0.45898063	0.44220826	0.42684324	0.45104682	0.31457266	0.44308211	0.40182401	0.44175006	0.36139912	0.38244022	0.443703	0.39701131	0.45720856	0.29456593	0.65692719	0.63200495	0.4043737	0.46811535	0.42701756	0.65882403	0.54500383	0.50024701	0.0	0.47112687	0.41755838	0.61220198	0.32098341	0.39969009	0.56683928	0.38379994	0.4624482	0.51425429	0.42614704	0.44182923	0.61203874	0.41041014	0.59259249	0.41207954	0.51102059	0.48949632	0.42265496	0.60120622	0.42202107	0.49399434	0.45808824	0.50139121	0.61590835	0.4618129	0.40446133	0.41301991	0.47268317	0.44002381	0.40239027	0.49083045	0.38741176	0.41327222	0.41727632	0.49132742	0.51966948	0.43648371	0.53784432	0.41782525	0.36916931	0.38039033	0.42129541	0.32893972	0.47193486	0.44556875	0.54008722	0.51785418	0.46565088	0.38604404	0.47975398	0.40224054	0.32884899	0.34669946	0.36368412	0.42620087	0.36405988	0.33544555	0.48807096	0.36393007	0.17100875	0.60386955	0.42088338	0.43983483	0.43229912	0.50136247	0.52264997	0.38892485	0.46568943	0.57513174	0.83235727	0.53719152	0.49526211	0.34283333	0.2682792
CP.3.sed	0.24632802	0.41029431	0.47019813	0.29003903	0.41974383	0.19436306	0.46979466	0.42818801	0.38448777	0.34977841	0.44119493	0.22803092	0.38976117	0.39242138	0.68753068	0.48809886	0.43306189	0.4780425	0.37829169	0.59524556	0.44737828	0.42271346	0.47112687	0.0	0.30073417	0.57152261	0.38176062	0.40854976	0.49783701	0.34379305	0.45431733	0.3954761	0.30121441	0.46680132	0.52405287	0.26304687	0.39303076	0.23886743	0.50186338	0.39066561	0.42332715	0.38426197	0.44969858	0.43107569	0.44527279	0.47700156	0.4449235	0.30084249	0.38948624	0.26968412	0.44432082	0.4114663	0.4329562	0.42584	0.38279549	0.31722697	0.17708711	0.44616261	0.36172223	0.37810564	0.19738405	0.38750152	0.38711966	0.39692446	0.3864503	0.40962313	0.39358019	0.41381528	0.20828967	0.24154291	0.39522091	0.46048419	0.44268023	0.25268785	0.43308926	0.42653951	0.39014159	0.4299763	0.48862213	0.36776386	0.55467631	0.47374846	0.46107108	0.4195548	0.38110563	0.46107756	0.44892869	0.45555194	0.50919298	0.4275242	0.41811746	0.31603289	0.78682088	0.47750575	0.447404	0.2890683	0.54297243
CP.5.water	0.30585299	0.42778718	0.47619646	0.35285616	0.4137998	0.24965287	0.46731923	0.44943772	0.35842056	0.37517442	0.46266206	0.15166737	0.46699418	0.33399383	0.66525163	0.58755411	0.45055386	0.51269713	0.40709362	0.66581677	0.52798599	0.47529131	0.41755838	0.30073417	0.0	0.61036098	0.33273265	0.44962889	0.54679552	0.38962418	0.47217166	0.48825193	0.38712634	0.48065067	0.5931739	0.22407338	0.51262905	0.21985258	0.54121189	0.41367292	0.44823318	0.53105682	0.48252549	0.4926681	0.48606286	0.51315483	0.54855169	0.42409256	0.45221023	0.24063085	0.48030933	0.43271085	0.46076735	0.48585081	0.4144357	0.3957163	0.19992532	0.49051492	0.47791074	0.42201107	0.30509828	0.42365911	0.37846881	0.27022993	0.41994399	0.36793064	0.44082128	0.45485389	0.28088702	0.42170406	0.4757056	0.46062956	0.4863348	0.24986544	0.43065273	0.39635162	0.42004176	0.45566937	0.4449362	0.36925693	0.48732848	0.45509995	0.37947809	0.53705001	0.42159548	0.48522349	0.47708944	0.50492207	0.55677107	0.44673009	0.45083615	0.43133108	0.82849147	0.53344458	0.49773499	0.27481699	0.48122636
CP2.34.water	0.59456871	0.54339992	0.59123708	0.55040996	0.54385938	0.59582223	0.49161065	0.58096776	0.57168732	0.50824752	0.57931076	0.58550001	0.54103452	0.59191761	0.32773915	0.70759911	0.52238132	0.58988455	0.51201508	0.72477179	0.62862227	0.60159993	0.61220198	0.57152261	0.61036098	0.0	0.54036555	0.54021965	0.6740415	0.45507026	0.58733634	0.33081631	0.50246638	0.57956231	0.69489668	0.55238328	0.66537461	0.55399602	0.62591569	0.3743614	0.54763754	0.66795896	0.59258155	0.59030082	0.575553	0.61711995	0.69474799	0.53053132	0.52638901	0.56691479	0.60285771	0.42863983	0.48219987	0.58650251	0.53994628	0.46811372	0.59625184	0.61147128	0.41483692	0.56865647	0.63447752	0.55901795	0.48329933	0.48691197	0.54326261	0.55075986	0.58062392	0.58148205	0.6374785	0.60192894	0.53840276	0.40510228	0.6025343	0.56281562	0.53677145	0.56163282	0.54431808	0.56651553	0.44938442	0.51042535	0.29430084	0.63065429	0.62774411	0.67794029	0.51734462	0.58999469	0.54479578	0.59850419	0.25769417	0.48300445	0.48120379	0.64038158	0.40607969	0.63292122	0.61089899	0.60285633	0.6777377
CP.14.sed	0.36631818	0.41962575	0.41503995	0.35626497	0.34001219	0.39390444	0.35181292	0.41308291	0.19253323	0.30869035	0.41383175	0.28948664	0.38439297	0.22133912	0.58371398	0.58970742	0.32436541	0.3808214	0.38150263	0.630142	0.4542058	0.39718426	0.32098341	0.38176062	0.33273265	0.54036555	0.0	0.38436306	0.52189773	0.30072807	0.48123165	0.41714612	0.33619835	0.36191554	0.53786953	0.26196547	0.52072002	0.26967301	0.46741022	0.37014377	0.39035761	0.52679361	0.34340924	0.39853565	0.37916857	0.41293858	0.55559658	0.36826001	0.3753842	0.24983348	0.39079472	0.33075902	0.37313246	0.38340884	0.35060657	0.31830427	0.33075957	0.40161923	0.41934941	0.39608944	0.42457261	0.32134506	0.3065081	0.25018048	0.3296128	0.12964421	0.37111883	0.34909472	0.42454273	0.40392727	0.38965585	0.32954201	0.40023849	0.24848385	0.33982674	0.33453607	0.36897703	0.33473234	0.26927549	0.32249648	0.39927529	0.36969588	0.3297842	0.52467468	0.39693171	0.36240834	0.40221425	0.41608336	0.464605	0.3065787	0.33807118	0.46417815	0.7579187	0.45130009	0.4093157	0.30781536	0.37573655
CP2.24.water	0.42705206	0.29981385	0.33148993	0.38250111	0.30173899	0.43221606	0.3375037	0.26290769	0.38125573	0.31078935	0.29785347	0.42825632	0.37005831	0.4380029	0.7190087	0.57696112	0.32245509	0.41592784	0.26630201	0.6222734	0.44350178	0.39261442	0.39969009	0.40854976	0.44962889	0.54021965	0.38436306	0.0	0.48012207	0.34492573	0.42023555	0.42210474	0.35999699	0.40093102	0.53255183	0.37996355	0.5375729	0.38844625	0.42110008	0.41040215	0.21067667	0.53790339	0.42813498	0.36861961	0.34789865	0.41270568	0.56098228	0.37507059	0.36139822	0.3791488	0.38055338	0.34558922	0.32180516	0.37652814	0.26400655	0.35045283	0.43148909	0.39700141	0.42747583	0.25047606	0.45787685	0.33638306	0.30136414	0.45308448	0.31588932	0.39085569	0.37132461	0.35823406	0.45769349	0.42071725	0.32128843	0.39180951	0.36996661	0.38032729	0.3113836	0.25440981	0.25338599	0.3650917	0.48973139	0.25920178	0.57255247	0.38320716	0.44112146	0.53944146	0.26112181	0.39072378	0.28727861	0.3970569	0.4077773	0.35755748	0.37822166	0.50339391	0.8026465	0.41370439	0.38066734	0.43327426	0.52912065
CP2.0.intake	0.48498377	0.4893675	0.47202324	0.48412786	0.49714382	0.50385495	0.51627085	0.48317592	0.4836524	0.4477994	0.50149066	0.51936237	0.46773864	0.58075977	0.81643667	0.57547749	0.48769254	0.52885101	0.49469358	0.70367717	0.50011281	0.45758989	0.56683928	0.49783701	0.54679552	0.6740415	0.52189773	0.48012207	0.0	0.50437446	0.49453784	0.56630909	0.46955052	0.51457163	0.55256	0.48414096	0.51380303	0.48329278	0.58388447	0.56511268	0.47133518	0.52942886	0.44606513	0.49343716	0.48984494	0.51929029	0.53730051	0.44447512	0.47571481	0.47645761	0.48201083	0.49286731	0.48537363	0.49056403	0.46657238	0.47730744	0.51121894	0.48349272	0.5477147	0.47365207	0.49686258	0.46589223	0.49299157	0.58913727	0.47447593	0.51416944	0.45201152	0.47149637	0.49575776	0.4448002	0.48062752	0.53693898	0.4706109	0.4753915	0.49014495	0.510067	0.45603398	0.47812543	0.63914496	0.48309405	0.67845758	0.57165405	0.58030871	0.51868091	0.46501718	0.50763895	0.47377616	0.48544409	0.58261053	0.51980153	0.50427175	0.50025334	0.90047607	0.51155266	0.48266923	0.53909307	0.66636232
CP.47.sed	0.34049107	0.35817022	0.38921192	0.30119354	0.32051754	0.34716711	0.30729257	0.37199086	0.32489428	0.26770146	0.35440878	0.34799601	0.32115172	0.35696513	0.58723585	0.56771997	0.306058	0.38615205	0.32607522	0.59686943	0.45156653	0.39487941	0.38379994	0.34379305	0.38962418	0.45507026	0.30072807	0.34492573	0.50437446	0.0	0.46395914	0.25773887	0.1832646	0.37164645	0.53993002	0.32339288	0.49233239	0.32113068	0.41484479	0.31961044	0.34796496	0.50512852	0.34329929	0.381897	0.37623508	0.42344275	0.53621205	0.26119508	0.32303285	0.32539985	0.39542711	0.28214973	0.28849143	0.38018919	0.29715812	0.16091388	0.3355229	0.40685596	0.26757756	0.34204641	0.43486036	0.32075411	0.25632951	0.32785563	0.29987525	0.3229511	0.36494768	0.35236763	0.4333001	0.39250608	0.34421162	0.28452866	0.3999497	0.31350334	0.31857949	0.32768842	0.32425548	0.34090645	0.37869	0.28177303	0.45181866	0.39659711	0.40955531	0.50322733	0.33029568	0.37145153	0.36435028	0.42584821	0.35923751	0.19830105	0.31188165	0.4697784	0.72095953	0.45741054	0.40981115	0.32355771	0.4729626
CP2.16.water	0.45285369	0.4457748	0.43650954	0.4555438	0.4055008	0.45872235	0.45730057	0.44652172	0.46234024	0.40353674	0.47334418	0.46192155	0.43243344	0.50474121	0.70066407	0.29633137	0.45296794	0.47884973	0.44188702	0.55315115	0.47913195	0.45891587	0.4624482	0.45431733	0.47217166	0.58733634	0.48123165	0.42023555	0.49453784	0.46395914	0.0	0.51977717	0.46086708	0.46409933	0.48073582	0.42899982	0.41394933	0.43067702	0.48439503	0.51358504	0.43929344	0.3530646	0.50704675	0.47497406	0.4525444	0.48120183	0.31413773	0.43772528	0.39632547	0.43951611	0.45791387	0.47079129	0.42950581	0.46874019	0.43864204	0.45145748	0.47034668	0.46620294	0.5133249	0.44558415	0.44731434	0.44075941	0.44919283	0.52228931	0.44922643	0.4792016	0.44998558	0.45986653	0.44856938	0.41276202	0.46231234	0.48328406	0.45120936	0.43463388	0.41457069	0.43748586	0.42229226	0.45586549	0.54758542	0.41653085	0.60235416	0.47175447	0.47829649	0.43862519	0.44226528	0.45886591	0.44413916	0.45550309	0.53115993	0.47699403	0.46960749	0.37627482	0.76828985	0.47758128	0.46256701	0.49865295	0.5428075
CP2.36.sed	0.41033328	0.42379719	0.49098925	0.36511753	0.45740637	0.42836956	0.39652114	0.46205511	0.43824139	0.40313081	0.44472935	0.4532131	0.36711203	0.47169352	0.52469232	0.60182604	0.40299061	0.46750724	0.37867507	0.624916	0.48457756	0.43639166	0.51425429	0.3954761	0.48825193	0.33081631	0.41714612	0.42210474	0.56630909	0.25773887	0.51977717	0.0	0.29746427	0.4671141	0.56881521	0.42484819	0.54249946	0.42021883	0.49500146	0.24979591	0.42760553	0.54128025	0.45335868	0.42263319	0.42510111	0.4805924	0.58650656	0.33714103	0.38246914	0.43280542	0.45022396	0.30711456	0.38004782	0.42934276	0.39512629	0.27571731	0.43021741	0.45543631	0.18665859	0.4135753	0.49303881	0.40202682	0.3693436	0.3702055	0.3768525	0.43722593	0.41314411	0.42	0.49543823	0.43918279	0.38951921	0.32140105	0.44978671	0.42587321	0.45110764	0.45613159	0.41644219	0.42719514	0.37224579	0.39311436	0.39590619	0.5263102	0.52912124	0.54977086	0.38842711	0.46132944	0.44660153	0.45974542	0.25737424	0.31797332	0.36309874	0.52061561	0.6108778	0.48799867	0.452662	0.44020448	0.59094409
CP.46.sed	0.29794833	0.36211258	0.4002592	0.2648603	0.36054646	0.33499829	0.37483121	0.38066358	0.33653652	0.26816636	0.37397464	0.33113001	0.28272784	0.38000149	0.64727429	0.50861937	0.31251342	0.37761627	0.32614952	0.60096599	0.41445607	0.37780237	0.42614704	0.30121441	0.38712634	0.50246638	0.33619835	0.35999699	0.46955052	0.1832646	0.46086708	0.29746427	0.0	0.37102691	0.50812736	0.31949066	0.43497335	0.3102527	0.42043007	0.35637224	0.35294166	0.43635768	0.34400659	0.37367294	0.37278158	0.40468163	0.48033819	0.18635946	0.31079353	0.32117531	0.38598093	0.32882625	0.34371215	0.36476723	0.30507226	0.16161624	0.31651818	0.38892766	0.26654324	0.33771481	0.38950278	0.32504951	0.30484917	0.38776681	0.29716949	0.35323074	0.3429536	0.34551275	0.39558722	0.34201268	0.32971394	0.35824712	0.38111366	0.30536038	0.36883105	0.36489374	0.33474652	0.33353415	0.45518888	0.31061325	0.5156198	0.42193361	0.43874669	0.44130653	0.33633646	0.37388045	0.37703652	0.40766487	0.41200013	0.27883191	0.33074173	0.41962008	0.77001145	0.43402428	0.39476781	0.32548227	0.51992914
CP.35.sed	0.41684788	0.43926923	0.35736037	0.37575955	0.36511679	0.46465752	0.35535694	0.42216023	0.31006099	0.35327939	0.44148743	0.44973728	0.32239489	0.47037766	0.65122378	0.53408428	0.17807563	0.20468788	0.40583821	0.60171108	0.28408402	0.29149778	0.44182923	0.46680132	0.48065067	0.57956231	0.36191554	0.40093102	0.51457163	0.37164645	0.46409933	0.4671141	0.37102691	0.0	0.39992225	0.42968937	0.51201828	0.43187201	0.38965696	0.45590589	0.40119191	0.49522951	0.37595474	0.28773037	0.28172457	0.23419688	0.55711868	0.38256197	0.33861594	0.4181571	0.25492604	0.3332179	0.39720652	0.25531908	0.36606743	0.37656139	0.45470497	0.25433407	0.45684031	0.39769042	0.53251411	0.27138146	0.38106498	0.47702616	0.25091918	0.34440019	0.24431163	0.28412892	0.53599735	0.41197729	0.33545111	0.41085217	0.26477561	0.41006699	0.37038512	0.39681499	0.38340465	0.19177264	0.49617685	0.37469486	0.54842055	0.40061334	0.4618611	0.5056004	0.41556667	0.1747204	0.38337945	0.23377046	0.46793678	0.34296906	0.36292218	0.52528993	0.76547042	0.28187127	0.28244266	0.44207328	0.51703953
CP.42.sed	0.41898081	0.54607836	0.50998986	0.44676482	0.5385731	0.54819979	0.54357523	0.5303777	0.46313004	0.51647964	0.5813357	0.57735889	0.42820968	0.62124887	0.78759761	0.50933829	0.4309037	0.42765429	0.52601344	0.37530563	0.35970539	0.36930379	0.61203874	0.52405287	0.5931739	0.69489668	0.53786953	0.53255183	0.55256	0.53993002	0.48073582	0.56881521	0.50812736	0.39992225	0.0	0.5424712	0.43407437	0.5417263	0.35277403	0.57123954	0.52000678	0.47311734	0.51182553	0.42507384	0.409031	0.41276675	0.51152567	0.47968218	0.45872575	0.52923379	0.39724631	0.50606479	0.54052375	0.40285269	0.5053828	0.51918794	0.560306	0.38171518	0.53838462	0.47761827	0.54073238	0.41874557	0.55245917	0.63775879	0.41715667	0.52159196	0.36933194	0.41660797	0.54177828	0.42316236	0.46070764	0.589043	0.38844908	0.52219184	0.54957049	0.57091832	0.50936324	0.40846875	0.66758002	0.52880429	0.71613562	0.50815627	0.61101405	0.43515067	0.51861122	0.42598575	0.5270333	0.36702977	0.60439999	0.53683887	0.39155453	0.49562786	0.83839773	0.34750264	0.40105073	0.59230287	0.67051192
CP2.2.water.PM	0.29140591	0.34896774	0.42397104	0.35103668	0.36868574	0.26527613	0.41193163	0.38614768	0.26537802	0.29040698	0.3840245	0.16999057	0.41294724	0.26670195	0.65605391	0.54608381	0.3718735	0.45734533	0.33196126	0.64694015	0.47142913	0.41316019	0.41041014	0.26304687	0.22407338	0.55238328	0.26196547	0.37996355	0.48414096	0.32339288	0.42899982	0.42484819	0.31949066	0.42968937	0.5424712	0.0	0.46793173	0.0908648	0.50520925	0.35711202	0.37870232	0.45588104	0.44003867	0.44423724	0.43542258	0.45976749	0.48579569	0.35256516	0.40319335	0.09720123	0.41872199	0.37594543	0.41133207	0.43240275	0.36120996	0.31486702	0.20749712	0.42493908	0.42927994	0.37004395	0.26014666	0.35754309	0.31892479	0.30898417	0.35843205	0.29943778	0.39529076	0.40788515	0.2529651	0.32843816	0.4044424	0.40002288	0.42703438	0.11349364	0.38052323	0.3392566	0.3532598	0.39909857	0.41791564	0.30734083	0.49908378	0.40793879	0.40238203	0.48623569	0.3702263	0.42554933	0.41721264	0.44355133	0.50118107	0.40465483	0.38466197	0.3658258	0.80248099	0.47726064	0.43741039	0.29953167	0.4892634
CP.0.sand	0.37256334	0.54969997	0.52603285	0.40582275	0.51880749	0.45285066	0.55207286	0.54550733	0.49489231	0.43588767	0.58322949	0.47887412	0.40753633	0.5603944	0.75005294	0.39672386	0.51849879	0.51856446	0.53920461	0.52858956	0.4595134	0.4639246	0.59259249	0.39303076	0.51262905	0.66537461	0.52072002	0.5375729	0.51380303	0.49233239	0.41394933	0.54249946	0.43497335	0.51201828	0.43407437	0.46793173	0.0	0.46342385	0.49914502	0.56911553	0.53798153	0.32767251	0.52562624	0.50802625	0.51837207	0.5119999	0.31782822	0.37812219	0.4113163	0.46438892	0.50099086	0.53402536	0.51553426	0.49706472	0.52421459	0.45587285	0.44218791	0.49289663	0.48819701	0.4984214	0.39514379	0.48196782	0.54305514	0.57731528	0.50587756	0.51754649	0.46930077	0.49141048	0.40184543	0.37486607	0.49243191	0.55975421	0.49109739	0.45063823	0.52267218	0.56755153	0.52450941	0.49931148	0.62106759	0.52852412	0.66551259	0.52857988	0.58454194	0.12772436	0.52530901	0.51154684	0.54070155	0.49598112	0.60921184	0.5188485	0.4932881	0.27024057	0.83352424	0.47596651	0.4985424	0.51281146	0.64839047
CP2.2.water	0.28560683	0.3617572	0.42559448	0.3364895	0.36942372	0.24611907	0.41278683	0.3963477	0.27944272	0.28868758	0.39053426	0.16921515	0.4131122	0.27536515	0.65964253	0.53775115	0.38029836	0.45855391	0.33610728	0.64029965	0.46445489	0.40889219	0.41207954	0.23886743	0.21985258	0.55399602	0.26967301	0.38844625	0.48329278	0.32113068	0.43067702	0.42021883	0.3102527	0.43187201	0.5417263	0.0908648	0.46342385	0.0	0.50458597	0.36239696	0.38551994	0.44286166	0.43963229	0.44286448	0.43139878	0.45951597	0.47802815	0.3378795	0.39956237	0.10859173	0.41898557	0.38800905	0.41343349	0.42868283	0.36918742	0.30956218	0.18694688	0.42917858	0.41513568	0.37323963	0.25057974	0.35918623	0.32394933	0.31224395	0.35382879	0.30317312	0.39281312	0.40553293	0.24226956	0.31294722	0.40538434	0.40505038	0.42544822	0.10132844	0.38059819	0.35024858	0.36142398	0.40040699	0.42179748	0.31190489	0.49699588	0.41322893	0.40086571	0.48049863	0.37681822	0.42993325	0.4229613	0.44151489	0.50571309	0.40615929	0.39365053	0.35537256	0.79830637	0.47463046	0.43654205	0.29591353	0.48377972
CP.53.sed	0.38908216	0.47470989	0.44252889	0.37542383	0.42000059	0.50382858	0.4373453	0.45744209	0.47652317	0.42314851	0.47620679	0.5139251	0.35575583	0.55589538	0.69981474	0.5845883	0.39152561	0.40877708	0.45907691	0.44650418	0.43384554	0.43833616	0.51102059	0.50186338	0.54121189	0.62591569	0.46741022	0.42110008	0.58388447	0.41484479	0.48439503	0.49500146	0.42043007	0.38965696	0.35277403	0.50520925	0.49914502	0.50458597	0.0	0.52912035	0.42874803	0.54821611	0.46765918	0.39618569	0.39178045	0.40263076	0.58518104	0.41615735	0.3788407	0.49344402	0.41978644	0.44736276	0.4285418	0.39368458	0.40852031	0.40297643	0.50717625	0.42538295	0.48235969	0.42208	0.57040789	0.38510014	0.44978746	0.54477422	0.39036338	0.46002493	0.41787349	0.40011924	0.57962967	0.49310355	0.39121037	0.47922125	0.40701889	0.48985817	0.44535986	0.45513001	0.44016705	0.38964352	0.56828653	0.43865626	0.62103277	0.36207442	0.53731464	0.5246237	0.45914997	0.3745793	0.43130935	0.43197518	0.50576112	0.39289104	0.34324642	0.54361699	0.82039798	0.37258915	0.4157076	0.50368538	0.58916611
CP.13.water	0.40637709	0.40175338	0.49623062	0.38238578	0.44472438	0.39472203	0.40122939	0.4410993	0.38484104	0.39831032	0.40912548	0.40519699	0.44897842	0.40239679	0.51070221	0.62547657	0.39837016	0.46880677	0.36199136	0.64099833	0.50478221	0.45696383	0.48949632	0.39066561	0.41367292	0.3743614	0.37014377	0.41040215	0.56511268	0.31961044	0.51358504	0.24979591	0.35637224	0.45590589	0.57123954	0.35711202	0.56911553	0.36239696	0.52912035	0.0	0.43591922	0.57840396	0.44956285	0.4531521	0.43515178	0.48936685	0.60508679	0.41122116	0.43559001	0.36476809	0.46334947	0.27136327	0.38915019	0.45514891	0.38309996	0.33528666	0.39085748	0.4715906	0.2965841	0.39421833	0.47435176	0.40151861	0.30212739	0.31014295	0.37309157	0.3921378	0.42400742	0.43405901	0.4686717	0.44317648	0.40519392	0.31986128	0.4650579	0.36693654	0.43815653	0.41608368	0.39402896	0.42647323	0.32399534	0.33164835	0.38631846	0.51326941	0.49242509	0.57366329	0.38567696	0.46420615	0.45209258	0.47277487	0.32418137	0.35167741	0.31132977	0.53644718	0.61331297	0.51334102	0.47068639	0.41253689	0.55376614
CP2.31.water	0.41606373	0.28619808	0.3091714	0.3945044	0.32565538	0.42217613	0.34201149	0.24885986	0.35590882	0.30921316	0.3237157	0.42778153	0.36970202	0.43903215	0.72370373	0.57837355	0.32418302	0.41258549	0.26359736	0.63846217	0.43628921	0.37843119	0.42265496	0.42332715	0.44823318	0.54763754	0.39035761	0.21067667	0.47133518	0.34796496	0.43929344	0.42760553	0.35294166	0.40119191	0.52000678	0.37870232	0.53798153	0.38551994	0.42874803	0.43591922	0.0	0.53326816	0.41234863	0.37311344	0.35219576	0.40346459	0.56768739	0.3780443	0.38041367	0.37667265	0.36584987	0.36303053	0.34919297	0.37074005	0.2766482	0.3570502	0.42499304	0.37659256	0.43448166	0.25951195	0.46730046	0.33335477	0.34248519	0.46616939	0.31942829	0.39182678	0.360317	0.34950553	0.47176926	0.42126594	0.33042566	0.39211114	0.35923002	0.38105752	0.32710751	0.2865961	0.28493884	0.35619129	0.50956244	0.32069109	0.57452998	0.35546517	0.44007375	0.53811387	0.26345754	0.38112827	0.2858055	0.38299011	0.40246025	0.37193943	0.38413027	0.5106643	0.81933109	0.40372422	0.37644923	0.43033009	0.5427459
CP2.0.sed	0.39986901	0.5496584	0.52358972	0.42733642	0.52375276	0.44602955	0.55083769	0.5391767	0.50032324	0.44185198	0.58277038	0.47189959	0.40713364	0.57157823	0.78033505	0.18725967	0.50875094	0.52073669	0.53678756	0.58723031	0.43400429	0.44900693	0.60120622	0.38426197	0.53105682	0.66795896	0.52679361	0.53790339	0.52942886	0.50512852	0.3530646	0.54128025	0.43635768	0.49522951	0.47311734	0.45588104	0.32767251	0.44286166	0.54821611	0.57840396	0.53326816	0.0	0.53865933	0.47447166	0.50210286	0.50157527	0.21713407	0.3813943	0.41945153	0.44471943	0.47931073	0.53197147	0.51955679	0.46680109	0.52678438	0.44675742	0.43814132	0.4654256	0.50434976	0.51465273	0.36486522	0.46828207	0.54715283	0.59036519	0.49170431	0.52398508	0.44824878	0.47806765	0.37909196	0.30918062	0.49618564	0.56465382	0.47155004	0.43185024	0.52325397	0.56666994	0.51701876	0.47971535	0.63557802	0.52812291	0.68718252	0.56804899	0.58817727	0.34390907	0.51474634	0.51584717	0.53418158	0.45973431	0.61321945	0.53485401	0.51077605	0.26543952	0.84835377	0.47529502	0.47891995	0.50928329	0.66075072
IW.0.water	0.42461874	0.44906737	0.40740933	0.38403693	0.37708265	0.45350854	0.37311414	0.43514519	0.35206659	0.38287051	0.46073491	0.44381188	0.38304741	0.44398478	0.65425676	0.58671152	0.36432653	0.38573836	0.43810197	0.62495792	0.4430589	0.407475	0.42202107	0.44969858	0.48252549	0.59258155	0.34340924	0.42813498	0.44606513	0.34329929	0.50704675	0.45335868	0.34400659	0.37595474	0.51182553	0.44003867	0.52562624	0.43963229	0.46765918	0.44956285	0.41234863	0.53865933	0.0	0.40876257	0.39696559	0.4244701	0.57698924	0.37254945	0.40169248	0.42566232	0.40138574	0.37495192	0.38715292	0.39250296	0.38422773	0.34782099	0.44557289	0.40340525	0.43323085	0.40075214	0.50624979	0.37551838	0.37432618	0.41984064	0.36259924	0.34342839	0.37592455	0.36650682	0.50706335	0.44608507	0.39315301	0.37198941	0.40914823	0.42065299	0.37513462	0.40855037	0.40244895	0.36188696	0.45585147	0.3963555	0.50972785	0.41662708	0.43857666	0.53400182	0.42294625	0.38093688	0.42310891	0.41985028	0.48512898	0.34470888	0.39051324	0.53197117	0.79997296	0.44265837	0.41928546	0.38500746	0.50225855
CP.24.water	0.41713113	0.43205288	0.3951933	0.3680256	0.41078144	0.44479297	0.40964147	0.39971902	0.36935726	0.39179906	0.4452043	0.46677389	0.32101102	0.51344261	0.70625851	0.52126331	0.3057957	0.29953383	0.39236692	0.62919495	0.24479845	0.24620463	0.49399434	0.43107569	0.4926681	0.59030082	0.39853565	0.36861961	0.49343716	0.381897	0.47497406	0.42263319	0.37367294	0.28773037	0.42507384	0.44423724	0.50802625	0.44286448	0.39618569	0.4531521	0.37311344	0.47447166	0.40876257	0.0	0.215663	0.27588525	0.54362489	0.34663912	0.36112755	0.42248245	0.21498197	0.37279171	0.40878619	0.18337705	0.34826096	0.3732771	0.44886492	0.2188532	0.42063542	0.36399389	0.5062409	0.24843239	0.42051823	0.50674533	0.26404261	0.37878398	0.2257612	0.24218789	0.50704002	0.36532726	0.31417628	0.4663497	0.21225138	0.41672488	0.43163005	0.42606234	0.37441318	0.26259905	0.53390836	0.39746907	0.5832415	0.45804251	0.50510951	0.49225757	0.38735168	0.29608505	0.39211672	0.22314231	0.46016265	0.35801135	0.37864849	0.50799658	0.78463471	0.22405856	0.20582169	0.45692747	0.58215448
