	CP.13.sed.PM	CP.39.water	CP2.42.water	CP.12.sed	CP.49.water	CP.7.sed	CP2.38.water	CP2.24.water	CP.35.water	CP.14.sed.PM	CP.45.water	CP.31.water	CP.3.water	CP2.42.sed	CP2.3.water.PM	CP.12.water	CP2.0.sand	CP.39.sed	CP2.28.sed	CP2.28.water	CP.42.water	CP.12.sed.PM	CP2.2.sed.PM	CP2.13.water	CP.3.sed	CP.5.water	CP.16.sed	CP.14.sed	CP.27.water	CP2.0.intake	CP.47.sed	CP2.16.water	CP2.36.sed	CP.46.sed	CP.35.sed	CP.42.sed	CP2.2.water.PM	CP.0.sand	CP2.2.water	CP.53.sed	CP.13.water	CP2.31.water	CP2.0.sed	IW.0.water	CP.24.water	CP.31.sed	T.0.sed	CP2.0.water	CP.45.sed	CP2.38.sed	CP2.3.sed.PM	CP2.13.sed	CP.14.water.PM	CP.47.water	CP.21.sed	CP.24.sed	CP.48.sed	CP.5.sed	CP2.2.sed	CP2.35.sed	CP2.10.water	CP.1.sed	CP2.5.sed	CP.16.water	CP.7.water	CP.48.water	CP2.3.water	CP2.34.water	CP.13.sed	CP.1.water	CP2.1.sed	T.0.water	CP.46.water	CP2.16.sed	CP2.10.sed	CP2.31.sed	CP2.20.water	CP.21.water	CP2.3.sed	CP2.5.water	CP.19.water	CP.10.water	CP.53.water	CP.0.sed	CP2.36.water	CP2.20.sed	CP2.37.water	CP.14.water	CP2.35.water	CP.49.sed	CP.13.water.PM	CP.0.water	CP.12.water.PM	CP.27.sed	CP.19.sed	CP.10.sed	CP2.8.water
CP.45.water	0.974541952217	0.96799808637	0.959965833829	0.976831288046	0.944630736218	0.978476263039	0.964608931012	0.971421179687	0.970596645156	0.974978508653	0.0	0.971792034356	0.966310064583	0.97094647012	0.968477084692	0.980072038562	0.989177964176	0.976297740899	0.989003542594	0.969788039175	0.989078740231	0.988873876589	0.99179830822	0.979635059553	0.9677647749	0.971328476073	0.985871112958	0.974225145764	0.978209482642	0.987800934048	0.951595591216	0.984539368072	0.969601328686	0.952550288767	0.983492981408	0.995398712244	0.971923821868	0.980437649072	0.977336895457	0.968847268791	0.972959787541	0.970885283284	0.98751510387	0.98821169484	0.985421216775	0.988129883885	0.986959369426	0.980782530811	0.94526325039	0.975473312927	0.97263351953	0.992167095606	0.981216030669	0.94784951586	0.988250518974	0.974233856054	0.954231290514	0.978677483867	0.969417033076	0.974798094842	0.987011428644	0.968663645677	0.978847389874	0.974579163696	0.978824780358	0.947415045168	0.974760669297	0.963389787489	0.987315381196	0.968996893172	0.979761623039	0.979510848871	0.932946748123	0.990863080524	0.990982482486	0.985232527022	0.960197742163	0.97262951842	0.982777975634	0.978717472779	0.978096786833	0.982134165095	0.97008125114	0.987654831482	0.967798289429	0.983456205427	0.963617801618	0.990325490104	0.963031423109	0.955786789045	0.976694714854	0.972475724189	0.989195602223	0.991639158576	0.990495734935	0.975069766827	0.990577431531
CP.31.water	0.987625033383	0.952773794591	0.97601317899	0.986720739578	0.955561197533	0.984703304709	0.976282640092	0.960021855905	0.943917312198	0.978576212639	0.971792034356	0.0	0.993252796542	0.981636493015	0.969907962006	0.989286744442	0.998692810458	0.968532808001	0.98697102442	0.95180774707	0.989833501523	0.988215335768	0.986544335826	0.96843853483	0.990364059472	0.989147845794	0.988136585572	0.983438539152	0.953846535494	0.992144103142	0.967019185775	0.980928407164	0.969285860621	0.971112677388	0.980447396806	0.994281169768	0.976961738408	0.99811081897	0.984410751927	0.969413707425	0.973937804739	0.960947589489	0.996921529175	0.992710212298	0.981054162951	0.978346794871	0.984831490135	0.999454341671	0.979818062978	0.98021393891	0.981579496722	0.984961533909	0.972886512101	0.96422454383	0.98519150013	0.952712049149	0.969068680151	0.99068014893	0.981793835236	0.978432720309	0.97672021004	0.991580078664	0.979300283918	0.970028407621	0.990330333054	0.958436856888	0.981143594464	0.973712311234	0.983359410359	0.992054337731	0.989833778662	0.983127485603	0.953781314476	0.983042363003	0.987496149294	0.969502511711	0.947642599432	0.952006962935	0.983686352994	0.98797037381	0.958310144481	0.989468842313	0.971681033446	0.997555555556	0.960498784891	0.976723354455	0.969135995547	0.985877460678	0.964597258195	0.968297325938	0.9759565283	0.997556089744	0.988261871563	0.980777851276	0.981781032891	0.985277207831	0.98999032319
CP.3.water	0.919054775555	0.993771646883	0.992266238647	0.941991784202	0.989551256508	0.901378029846	0.991978376062	0.988914606777	0.993477583101	0.975948832516	0.966310064583	0.993252796542	0.0	0.978359419473	0.948024717152	0.950642320751	0.973163523728	0.993430784804	0.999523809524	0.992462698375	0.99219832092	0.992881412223	0.994762032022	0.989672550583	0.886274306087	0.858150067349	0.991209303527	0.955529422841	0.991604554572	0.980244075557	0.968310423372	0.989013190748	0.966329988657	0.957488359317	0.99650947463	0.999076037085	0.93902718194	0.961755436125	0.916946799676	0.987542495527	0.972508287305	0.989520798318	0.962047521468	0.990074213994	0.991725057114	0.998766320551	0.999727870696	0.945392202231	0.961584476278	0.971510108624	0.932023170429	0.999348310753	0.981616656085	0.979257997436	0.994644065502	0.990574794611	0.956510225508	0.880852991683	0.938801084425	0.96606268388	0.99404848421	0.873940966984	0.98700339184	0.977668763069	0.888612847924	0.990285829643	0.974341093687	0.983786893234	0.991861868864	0.868823286024	0.965887640016	0.990527819861	0.981690591365	0.997315536235	0.996012753528	0.995860093753	0.987843318942	0.988703626487	0.994745277362	0.95739267258	0.987522908087	0.91395875556	0.998350431788	0.959786902477	0.994292051937	0.99824935164	0.990413321352	0.996970618557	0.983421531307	0.977447973204	0.979327849621	0.919926878723	0.976860696526	0.997445567612	0.995139223819	0.915034393467	0.992729807541
CP2.42.sed	0.966164915199	0.983568829413	0.975708507125	0.954354386563	0.982188894466	0.963546605387	0.975866238536	0.978966987058	0.980792716171	0.984601974037	0.97094647012	0.981636493015	0.978359419473	0.0	0.987243033366	0.989769196673	0.968610421688	0.978120938576	0.986168666143	0.975525063277	0.9926765832	0.988772543676	0.98838441563	0.990617946032	0.967756488529	0.980912813486	0.980420911119	0.977634444593	0.978722439804	0.990986560396	0.957225249596	0.989140207231	0.932171962186	0.943281507062	0.984069321227	0.991637911203	0.980617017151	0.969587120493	0.983266050676	0.959062438057	0.985669965279	0.975748218258	0.968114602478	0.992774269545	0.981996011773	0.984740723867	0.988551985313	0.98032629868	0.943693778234	0.92892593325	0.979133688695	0.984819810277	0.982886886436	0.977056383278	0.98648358068	0.979052276049	0.939633044129	0.96097631289	0.983511931601	0.937516943052	0.990842378988	0.981510263543	0.981175376668	0.985557564227	0.976213474583	0.978838717675	0.981601557818	0.979675710087	0.980492812014	0.975696298737	0.973475489223	0.98044232974	0.968494322478	0.983481116585	0.986060701658	0.974688802572	0.977247683527	0.98572605735	0.983862504142	0.98790456604	0.986476611827	0.982915072583	0.991971651037	0.978624755814	0.972785708812	0.981567022304	0.974485204964	0.983471199983	0.971515961308	0.949089898947	0.985351148921	0.981846517812	0.989896474588	0.989289782494	0.983163018129	0.970636049792	0.993902654731
CP2.3.water.PM	0.965629903038	0.984036840599	0.987075060719	0.973968638663	0.98094131981	0.953656269588	0.987653580412	0.979022865852	0.983619958191	0.942132941249	0.968477084692	0.969907962006	0.948024717152	0.987243033366	0.0	0.963739498193	0.993418190633	0.987285922721	0.988068451348	0.981022344212	0.988820170126	0.990952117929	0.990501543056	0.96873885931	0.953646787136	0.934590914577	0.989496194008	0.924836579715	0.977581407302	0.985673627502	0.966147359201	0.974555930546	0.972345514012	0.968549587844	0.989442848672	0.998194197248	0.911339503058	0.990110743204	0.916614355455	0.985667726778	0.939192308045	0.984883251084	0.987294861504	0.986583777514	0.992133125349	0.990288063739	0.993241270521	0.979807514624	0.981132762833	0.973714887653	0.923959813637	0.990629638219	0.968978624593	0.972441840287	0.986256762954	0.984837063643	0.968015697126	0.952532215986	0.92900092527	0.972015381685	0.969602903184	0.948197768488	0.974326964809	0.954503287204	0.937377909368	0.975110976928	0.95411815327	0.96392200996	0.986450796899	0.956311813819	0.979279565448	0.984784564109	0.967595507049	0.991515194966	0.989133460492	0.984880424737	0.963196938452	0.974524191447	0.982153858637	0.921873361837	0.958963686052	0.957427014429	0.984242498781	0.989132876975	0.981121629336	0.986030099258	0.985636558698	0.988221782235	0.975151551352	0.976820023952	0.958118372506	0.975307528849	0.963377602681	0.994051377154	0.988408724834	0.955924188177	0.968224589815
CP.12.water	0.976868696095	0.988000688937	0.989743904386	0.953282399	0.983117475015	0.948435723459	0.991681103133	0.987228259287	0.990230407437	0.982491088594	0.980072038562	0.989286744442	0.950642320751	0.989769196673	0.963739498193	0.0	0.989360225421	0.990732174256	0.998762189605	0.988343526277	0.974887375866	0.991815753804	0.99681710049	0.985970977211	0.971399779975	0.933687463751	0.98668453595	0.979469062692	0.984793268421	0.98105868169	0.981590554897	0.986022803488	0.983253835274	0.981072615442	0.996386362275	0.997733604644	0.971144679758	0.985124078606	0.977951838403	0.988719997434	0.946206162843	0.989113902466	0.984353232636	0.990784532384	0.989965397735	0.996331220083	0.997666149126	0.984870716187	0.980828084472	0.984761620626	0.975845006933	0.997707166388	0.972684913244	0.985854445759	0.994334209152	0.986669092573	0.980901850341	0.965413603637	0.9853226327	0.981441496571	0.979260984303	0.971121051699	0.993026719728	0.972353335868	0.910493528341	0.985466150607	0.984107402342	0.984822222329	0.992481330312	0.96833484032	0.992152151493	0.987922563726	0.979384379329	0.997865331635	0.995265069938	0.992289225607	0.985431225221	0.987605141316	0.991651524254	0.952209007594	0.981760404053	0.885153005187	0.99108066266	0.989807899868	0.987887981842	0.996416382099	0.990472162681	0.995160929328	0.984034281263	0.985811998891	0.965579474626	0.983385951343	0.945560896048	0.997573534004	0.991104801394	0.949048625065	0.98146002145
CP2.0.sand	0.978591933564	0.999263211382	0.989989247775	0.958501990018	0.994563534285	0.969236847944	0.992156172721	0.992445550339	0.99641501845	0.993403922	0.989177964176	0.998692810458	0.973163523728	0.968610421688	0.993418190633	0.989360225421	0.0	0.996727902179	0.995960832313	0.995110046547	0.997842502697	0.991167747192	0.995006341016	0.996055313918	0.97141797135	0.976602196602	0.988876319926	0.992842326013	0.99451337722	0.98438702861	0.984451970609	0.992193598751	0.981613942807	0.970959035747	0.995914534749	0.996796002352	0.98565320107	0.946952982789	0.979284799736	0.992114908566	0.993612078978	0.991513926379	0.908670353471	0.998923395445	0.99327459926	0.997826086957	0.995156027943	0.937317581842	0.970474237933	0.968862079794	0.98517348131	0.998132183908	0.991529204274	0.992465604843	0.994283326237	0.992720171062	0.969151636731	0.964197846128	0.982651566044	0.965130761699	0.995421057976	0.965672827353	0.995610954961	0.99333639369	0.985632542515	0.993798686775	0.994237768412	0.992840561057	0.99733847362	0.96518109317	0.964918167712	0.99718985017	0.986706158835	0.996769823903	0.995133452796	0.993804547327	0.995744631186	0.9950411224	0.996096096096	0.990488676576	0.995033749029	0.983446607201	0.998663994656	0.963593182622	0.995269154877	0.996133248265	0.990247827857	0.998864039759	0.991294201353	0.987751741893	0.991532934477	0.961130083949	0.998478984521	0.996850393701	0.995992714026	0.976014873722	0.990552713401
CP.39.sed	0.987779536902	0.964447876725	0.969545654551	0.987826515025	0.976452020402	0.990933958406	0.972540212648	0.962782395513	0.966318479985	0.950094841232	0.976297740899	0.968532808001	0.993430784804	0.978120938576	0.987285922721	0.990732174256	0.996727902179	0.0	0.935227142548	0.954208553145	0.991104036786	0.967133664487	0.962774225054	0.980357156002	0.99186296986	0.991608031771	0.959033671711	0.968089431234	0.97686415393	0.987101208818	0.966799780426	0.985032103608	0.975313555585	0.98005400589	0.917190639876	0.971756861634	0.981632277484	0.993564169384	0.985332534751	0.975092872394	0.965939187764	0.961574570291	0.996325343442	0.986841979805	0.965707768934	0.972292705972	0.942867876639	0.997843718836	0.976873138911	0.972032983042	0.975925521955	0.963096746695	0.954272147286	0.971762946201	0.958859252645	0.977321461178	0.976254262044	0.990862543106	0.982760987032	0.986479266232	0.988564439033	0.996127188367	0.957794017061	0.971237121223	0.994119091221	0.971502648923	0.959175934931	0.973014766483	0.967461073044	0.99524313271	0.973094726117	0.966628587266	0.973100242335	0.963523639639	0.96312006623	0.943763796017	0.962174016656	0.98067610419	0.952644915717	0.989856772414	0.968689461862	0.990897803421	0.980344030606	0.996327831061	0.968751527245	0.935597663874	0.972661606553	0.947085109441	0.96395627336	0.962280378889	0.970499380064	0.999019048365	0.985824477593	0.966583490384	0.961449942972	0.987191964609	0.986061276856
CP2.28.sed	0.989491904997	0.982544998892	0.981081408162	0.997565781269	0.987275776293	0.998965011003	0.987086180043	0.984296292575	0.981502439686	0.9478548273	0.989003542594	0.98697102442	0.999523809524	0.986168666143	0.988068451348	0.998762189605	0.995960832313	0.935227142548	0.0	0.975593664712	0.995705203757	0.958903148581	0.947601602484	0.994324940293	0.998981123981	0.998243725455	0.946475481682	0.966779913857	0.986832073811	0.992282790309	0.98238917978	0.993342330184	0.984518750991	0.98598446791	0.926589349316	0.963960359013	0.988707700629	0.997404601571	0.989612511671	0.985282369556	0.985037227713	0.983372740026	0.997455688965	0.989596046524	0.963889639933	0.95994457551	0.928663827722	1.0	0.988288828489	0.983326125757	0.98294414214	0.943057867449	0.949859296793	0.983786498138	0.949226784034	0.983354478452	0.989779248382	0.997000315336	0.981675809753	0.991938997821	0.995136099955	0.998916366732	0.946274562173	0.981678585964	0.99961038961	0.988035566988	0.943476779787	0.989704360368	0.949082042874	0.998905180841	0.966268489992	0.972091687552	0.98862868819	0.947937753454	0.946088644182	0.939194774782	0.981835863242	0.985219959127	0.932089080379	0.991973777431	0.991651938259	0.998390566073	0.993455943758	0.99212264616	0.987407328757	0.918431426194	0.985798601442	0.938136018239	0.982555009784	0.978119687756	0.970803592405	0.999133073255	0.988593176845	0.954138788913	0.957214856665	0.996693499086	0.996502417336
CP2.28.water	0.9888451844	0.957343646771	0.955822975025	0.980947577752	0.968609475738	0.982270020843	0.964559813687	0.929525671016	0.960674693398	0.978393531996	0.969788039175	0.95180774707	0.992462698375	0.975525063277	0.981022344212	0.988343526277	0.995110046547	0.954208553145	0.975593664712	0.0	0.988543445955	0.982648625321	0.986186830547	0.969299264086	0.985237436307	0.989013159529	0.98424056328	0.979813081634	0.968510058709	0.993474753275	0.97664925666	0.977083077743	0.971669032561	0.975416378129	0.978335935591	0.991357794091	0.980801016454	0.989944695827	0.984171956637	0.972769119715	0.974049210306	0.93771016791	0.99386016252	0.990662827281	0.980825009066	0.980250030629	0.984302254816	0.998944636678	0.976760980732	0.979030587658	0.981680639241	0.985257344359	0.977373501931	0.963710513802	0.980803609296	0.967089887767	0.972004044555	0.985645793944	0.980539184983	0.977250491666	0.982445998795	0.991658506335	0.982084743301	0.976891073831	0.98587932844	0.970645336501	0.981723197622	0.962897244367	0.983691937091	0.991304562354	0.988960566561	0.978911663415	0.969298828513	0.983918330969	0.983941483712	0.962859805721	0.940499185349	0.960694368971	0.977641617101	0.984557413024	0.967955149512	0.986149478601	0.973895275299	0.993542260209	0.949333740086	0.974945143464	0.957368161032	0.983026390678	0.958260565972	0.968821852402	0.977026231667	0.995561251021	0.989412959585	0.982278394738	0.980790136107	0.98460939254	0.983892559241
CP.42.water	0.992091687703	0.99336739398	0.992170215101	0.985810673537	0.993708278697	0.985578272336	0.992190296315	0.994123181566	0.993055555556	0.990873438759	0.989078740231	0.989833501523	0.99219832092	0.9926765832	0.988820170126	0.974887375866	0.997842502697	0.991104036786	0.995705203757	0.988543445955	0.0	0.994857147323	0.994949467843	0.98929019929	0.99581343613	0.987524992525	0.991391599956	0.99065293597	0.984257000863	0.996421308401	0.98892075927	0.994300779052	0.988942132579	0.989513048795	0.995926252637	0.982288689248	0.992527254297	0.999196163314	0.990411450045	0.989095704842	0.988907137617	0.987432886318	0.998593614496	0.993701795472	0.992897689104	0.995189998233	0.995898898687	0.999052943026	0.987676646755	0.990422718033	0.988095313174	0.993835571353	0.989627356011	0.985371538543	0.992575020439	0.987345089039	0.992889172715	0.996383186706	0.99028540332	0.991471082305	0.991489505847	0.999121843186	0.990614383055	0.984403723388	0.979375314142	0.990883863317	0.989410708197	0.992061079299	0.995125301858	0.999105254431	0.994793377121	0.98991194153	0.988223652491	0.993264977885	0.993093845725	0.992437807313	0.988045695129	0.991655755215	0.993397444018	0.986561976428	0.985049479749	0.984972658924	0.983922173321	0.997422511652	0.988512791069	0.993426943427	0.99074647487	0.995966905516	0.990293009434	0.986833601581	0.984988160948	0.997725423609	0.978668664955	0.9940495539	0.993692279942	0.987304004093	0.988967890798
CP.12.sed.PM	0.982448036	0.990016310381	0.988509131251	0.992070582783	0.994510660072	0.992204717437	0.991764496061	0.992294575253	0.988820409455	0.955788907477	0.988873876589	0.988215335768	0.992881412223	0.988772543676	0.990952117929	0.991815753804	0.991167747192	0.967133664487	0.958903148581	0.982648625321	0.994857147323	0.0	0.947781118787	0.996666506525	0.99223149887	0.992546297603	0.958610073158	0.968466289575	0.985212778177	0.989696396114	0.976941928003	0.995125688149	0.985214046543	0.984628583888	0.957793913321	0.963896562531	0.987273079724	0.986623128349	0.990595674614	0.98554650122	0.987298607635	0.990376797819	0.988198160305	0.989141173412	0.955983823776	0.963379669852	0.951304066683	0.989496127091	0.983570528391	0.983844861443	0.983187670544	0.952936978361	0.972675924173	0.988184093863	0.944380359232	0.986233338806	0.986795893274	0.991194375664	0.983846330483	0.98871631059	0.99616293926	0.992838524645	0.952840904492	0.990071910649	0.994362531786	0.994279899394	0.966337243284	0.991332968057	0.959793187052	0.990558632552	0.966981554489	0.972453524368	0.990916284811	0.953412733995	0.958418312569	0.947940958141	0.988540879609	0.991424524239	0.953134344077	0.992496653748	0.987860118697	0.992360528497	0.994611577057	0.986928022866	0.986636894308	0.956103664736	0.988563146998	0.95520923483	0.987105690948	0.982096509969	0.972499151383	0.991970307566	0.987261934834	0.944843734235	0.950424726962	0.993487968991	0.994793352766
CP2.2.sed.PM	0.988429266491	0.987094547964	0.988286546059	0.991579783273	0.989567444783	0.992625863849	0.990605055455	0.992980452157	0.989106015223	0.956234274185	0.99179830822	0.986544335826	0.994762032022	0.98838441563	0.990501543056	0.99681710049	0.995006341016	0.962774225054	0.947601602484	0.986186830547	0.994949467843	0.947781118787	0.0	0.993845966828	0.994743323823	0.994647056132	0.942252583852	0.963723998966	0.989808867459	0.992127755349	0.983445761297	0.995300677021	0.985402904737	0.988602006017	0.956090922232	0.962762474478	0.981973688522	0.992600344565	0.989823568346	0.986555353451	0.975201650666	0.989093627948	0.993311770195	0.990321992912	0.954977683369	0.9540084709	0.95451610324	0.994992162092	0.987245096576	0.986799181059	0.981076145328	0.946532444481	0.968276832311	0.990591475708	0.948087060797	0.987363547758	0.985566141661	0.994100980996	0.976752217065	0.991468467775	0.991380552221	0.994880225093	0.942021496004	0.989260202653	0.995761525018	0.994964858989	0.958196093141	0.993710057277	0.945433112639	0.995887076896	0.957568337292	0.976085585829	0.989155242799	0.940126122603	0.943713742263	0.947544976716	0.99005375512	0.987885610399	0.94445160767	0.987994453435	0.988340728876	0.994755837205	0.993678604802	0.98773575634	0.990096505289	0.953072530191	0.989898260479	0.947545758387	0.984030135899	0.978332129913	0.974867362928	0.997612568411	0.983419993153	0.948855723348	0.945394561173	0.992339475145	0.993744651349
CP2.13.water	0.99108942775	0.974493563132	0.981205945792	0.987125517286	0.961055977141	0.989113009676	0.978743615002	0.951048639395	0.972362825064	0.983368559685	0.979635059553	0.96843853483	0.989672550583	0.990617946032	0.96873885931	0.985970977211	0.996055313918	0.980357156002	0.994324940293	0.969299264086	0.98929019929	0.996666506525	0.993845966828	0.0	0.995038784975	0.990595703944	0.994667713239	0.97980800897	0.975965353451	0.998208275957	0.975744217764	0.952594366198	0.982749821506	0.978989715276	0.992079108392	0.997833994484	0.977571922153	0.999120045712	0.986271363362	0.977672924292	0.980010711621	0.969174881169	0.998250650316	0.994965976158	0.99257298727	0.991174454841	0.99594692839	0.997054655589	0.98375467947	0.9782435995	0.985520010243	0.992182718082	0.978616671628	0.967707464661	0.989522188531	0.967588388277	0.975601012615	0.989832331707	0.981976003592	0.989143659249	0.915615957745	0.994833348121	0.984339646414	0.968754278753	0.983818630571	0.955155155731	0.985728420975	0.981601665306	0.995258976814	0.995764520407	0.99346568472	0.985933657385	0.974331028904	0.988014598255	0.993034223538	0.98918976799	0.939291143501	0.957900160157	0.988382151022	0.956767135067	0.949936086884	0.98685492567	0.962792282777	0.99730119343	0.975073140112	0.993265394328	0.979255587275	0.992604923504	0.976508281473	0.981266742074	0.983024615947	0.99881815451	0.987437084988	0.994936411431	0.994611331325	0.989078816293	0.953403464412
CP.3.sed	0.909275854001	0.992085800674	0.988918229904	0.926300608507	0.988574223415	0.897978922263	0.992427960336	0.988068302821	0.994076479076	0.976070614889	0.9677647749	0.990364059472	0.886274306087	0.967756488529	0.953646787136	0.971399779975	0.97141797135	0.99186296986	0.998981123981	0.985237436307	0.99581343613	0.99223149887	0.994743323823	0.995038784975	0.0	0.920491433548	0.987931143828	0.959079946416	0.98978208361	0.983816394641	0.964188814317	0.98996615087	0.962872996974	0.942144503675	0.994573337542	0.999371643596	0.948337435186	0.95205594239	0.937622558213	0.985483593532	0.971660976137	0.991742924021	0.951627508151	0.989748409084	0.98924882606	0.998533863034	0.998052429621	0.949063703083	0.941256216938	0.960337820365	0.942593521866	0.998709536308	0.977724302875	0.9824801551	0.993208665942	0.988210926251	0.95939807891	0.873275037636	0.947952472441	0.952102011131	0.992577077699	0.891993386927	0.988823637447	0.977773410101	0.94820539445	0.992455857246	0.977221117068	0.98081078166	0.991545353104	0.902034484374	0.959749708861	0.985740534159	0.980697847637	0.99742692776	0.996144819791	0.991660698488	0.989944912392	0.993083748305	0.99510750508	0.973159185244	0.988274756982	0.947104253136	0.997203847275	0.953378875272	0.990919037634	0.993879531637	0.98972148007	0.996606655949	0.982378490113	0.975474109896	0.980679376851	0.928588720772	0.977439574773	0.997870570992	0.99480361881	0.920061915006	0.991951434193
CP.5.water	0.927342074136	0.993793349171	0.989538021974	0.936443064153	0.984562687126	0.885612905879	0.986807691313	0.985934528023	0.987930867333	0.975702963911	0.971328476073	0.989147845794	0.858150067349	0.980912813486	0.934590914577	0.933687463751	0.976602196602	0.991608031771	0.998243725455	0.989013159529	0.987524992525	0.992546297603	0.994647056132	0.990595703944	0.920491433548	0.0	0.983327870467	0.958391576979	0.984823504002	0.982908505083	0.974641851949	0.991786528997	0.973897955559	0.964671685413	0.993285673997	0.998028942116	0.935730675948	0.969985225655	0.940425331993	0.983791794309	0.964907623649	0.988663548497	0.968363523219	0.988428214373	0.987723565843	0.997563811609	0.996194105467	0.969900149516	0.978688060431	0.971957890801	0.943921139412	0.998038883455	0.973990253272	0.978269985744	0.991827415874	0.986276293099	0.971717972034	0.880302909194	0.950031717466	0.97175994286	0.984316196852	0.940864863348	0.987794017077	0.970431553544	0.852288942146	0.987731385783	0.975898950544	0.988735518331	0.986859259938	0.926238222545	0.978644770433	0.988214811613	0.976720247627	0.996896432915	0.994140231663	0.993070335646	0.985312135672	0.985572589715	0.990740549983	0.960910752208	0.978708142794	0.887037191324	0.995138814548	0.978303451563	0.988387552342	0.992788641923	0.98614546531	0.995597158537	0.979013906119	0.977302428601	0.969119906612	0.949436820695	0.977961881783	0.996497127645	0.991022505239	0.897491851768	0.988004829289
CP.16.sed	0.968130541667	0.991314119974	0.984697637054	0.97270714466	0.989015511238	0.980075291253	0.99084386202	0.988713711063	0.987319951853	0.952633124041	0.985871112958	0.988136585572	0.991209303527	0.980420911119	0.989496194008	0.98668453595	0.988876319926	0.959033671711	0.946475481682	0.98424056328	0.991391599956	0.958610073158	0.942252583852	0.994667713239	0.987931143828	0.983327870467	0.0	0.966411824814	0.986351558932	0.991271090813	0.980991425429	0.997481306572	0.983242435207	0.985110988217	0.946040911319	0.969893002354	0.981318837753	0.990330028065	0.984216732167	0.985204675519	0.968853334806	0.989932753279	0.990372147277	0.988639389692	0.949829761187	0.959201504311	0.950097138299	0.995616478283	0.976344809876	0.976132916161	0.977969607157	0.949823437116	0.961330375089	0.986853746603	0.946376711713	0.982300217519	0.98321224989	0.981107843237	0.977809008974	0.984880523218	0.994852344038	0.995810279392	0.94632994176	0.978333986007	0.984115355078	0.989154735968	0.962872194383	0.99186266153	0.948788262439	0.99349878353	0.962462445537	0.972243605364	0.987299440677	0.94491813007	0.943650932234	0.953318868531	0.989198808942	0.987445331931	0.942020953323	0.991734015113	0.984811615752	0.984163828505	0.992392827482	0.985641337592	0.985999496581	0.955665662562	0.98863599964	0.951498852519	0.984401181814	0.974840277204	0.972951172233	0.996575522083	0.987377908707	0.955811695335	0.945714812554	0.973646147051	0.992880352604
CP.14.sed	0.959956260506	0.989375723482	0.986872195406	0.973406582772	0.986205369124	0.961062365177	0.990480947336	0.985675971294	0.982140572386	0.930049711485	0.974225145764	0.983438539152	0.955529422841	0.977634444593	0.924836579715	0.979469062692	0.992842326013	0.968089431234	0.966779913857	0.979813081634	0.99065293597	0.968466289575	0.963723998966	0.97980800897	0.959079946416	0.958391576979	0.966411824814	0.0	0.983295494924	0.984886264214	0.965348018942	0.984178114801	0.980983366332	0.971994535137	0.969622300868	0.97506813147	0.93171737587	0.984938339349	0.937561895772	0.987654789381	0.953374827888	0.986590754232	0.989143892791	0.988163565777	0.974487917753	0.977191732696	0.970597682294	0.982306151273	0.970181093541	0.974132555013	0.92886227521	0.968689195144	0.955952296525	0.976593994723	0.965347567901	0.978150682741	0.966121714593	0.964375921659	0.937655247953	0.981273986696	0.97839020285	0.969299465495	0.952498381745	0.972923039341	0.959580949758	0.980474335729	0.936031984205	0.977821455248	0.966495964301	0.965808177569	0.958696982826	0.976669499528	0.973067119752	0.96741937216	0.969197852364	0.963372640369	0.974146895112	0.978341423008	0.955497772143	0.942287907034	0.973266210608	0.968889625215	0.982175562446	0.988524724633	0.983458639889	0.960678949444	0.982313270664	0.964465072849	0.978303569645	0.96831019549	0.961366467656	0.978660444048	0.976768220138	0.973650959187	0.970481216483	0.965546948562	0.975019036157
CP.27.water	0.987259687616	0.96283904665	0.974613900866	0.985253397054	0.962007462319	0.98817331091	0.973554276729	0.962794223222	0.957782678754	0.981009768113	0.978209482642	0.953846535494	0.991604554572	0.978722439804	0.977581407302	0.984793268421	0.99451337722	0.97686415393	0.986832073811	0.968510058709	0.984257000863	0.985212778177	0.989808867459	0.975965353451	0.98978208361	0.984823504002	0.986351558932	0.983295494924	0.0	0.991329195496	0.973041505855	0.978928225175	0.981457088598	0.981938287676	0.986052992164	0.989008634075	0.981495479209	0.994848238471	0.981091653944	0.972451008731	0.97490907928	0.96900191373	0.995241922368	0.987258561754	0.978761916033	0.978929485329	0.988316022389	0.998936790268	0.979699183047	0.981017287978	0.983401749561	0.9838632563	0.974287810546	0.966749588794	0.983114087388	0.94201495765	0.980113672071	0.987924626234	0.983808261749	0.985350589736	0.98069396048	0.994188026831	0.981423739828	0.962801931497	0.983892010867	0.96771182003	0.992219709336	0.981951186909	0.988115653151	0.991256825585	0.991976547435	0.979283733698	0.967309476796	0.987059140015	0.991963335549	0.97907958134	0.959810389356	0.949775077229	0.980804294705	0.985690113079	0.955105358162	0.988178805741	0.972128142076	0.994456963365	0.967161804966	0.981717911456	0.972987765148	0.983917414775	0.970062955867	0.974818188838	0.978099619651	0.995867193948	0.993071519653	0.984672729862	0.984880637287	0.985671589798	0.981582760865
